location,room_type,bed_type,room_size,ac,attached_bath,parking,kitchen,power_backup,wifi,tv,fridge,wardrobe,study_table,balcony,furnished,rent
Alappuzha,Master,Bunk Bed,285.0,0,0,0,1,1,0,0,0,0,1,0,Unfurnished,16053
Pathanamthitta,Quad,Single Bed,459.0,0,0,0,0,0,0,1,1,0,1,1,Semi,21304
Ahmedabad,Studio,Queen Bed,351.0,0,0,1,0,0,0,0,1,0,1,0,Fully,33065
Kottayam,Triple,No Bed,364.0,0,0,0,0,1,0,0,0,1,1,0,Unfurnished,17704
Kozhikode,Single,Single Bed,107.0,0,0,1,0,0,1,0,0,0,0,0,Semi,11208
Karukachal,Triple,King Bed,292.0,0,0,1,1,1,1,0,0,0,0,0,Fully,24242
Chennai,Master,Single Bed,164.0,0,0,1,0,1,0,1,1,1,1,0,Fully,31969
Karukachal,Triple,Bunk Bed,266.0,0,0,1,1,0,1,1,1,1,0,0,Unfurnished,16946
Pala,Quad,Bunk Bed,451.0,0,0,1,0,1,1,1,1,0,1,1,Fully,29106
Ahmedabad,Single,No Bed,105.0,0,0,0,0,1,1,1,0,0,0,1,Fully,17732
Karukachal,Triple,Double Bed,303.0,1,0,1,0,0,0,1,1,1,0,0,Semi,18830
Vyttila,Master,No Bed,285.0,1,0,1,0,1,0,0,0,1,1,1,Fully,27301
Vyttila,Double,Double Bed,245.0,1,1,1,1,0,0,0,0,1,1,1,Fully,29515
Kolkata,Triple,No Bed,383.0,0,1,0,1,0,1,1,1,1,1,0,Unfurnished,27855
Kalamassery,Triple,Bunk Bed,371.0,1,1,0,1,0,0,0,1,0,1,1,Semi,27383
Mumbai,Double,Single Bed,139.0,1,1,0,0,1,1,1,0,0,0,1,Semi,48061
Ranni,Master,Double Bed,244.0,0,0,0,1,0,0,0,1,0,1,0,Fully,17321
Ranni,Single,No Bed,126.0,1,1,1,0,0,0,0,1,0,0,1,Fully,13268
Kollam,Single,Bunk Bed,137.0,1,1,0,1,0,1,1,0,0,1,1,Fully,17770
Thrissur,Studio,Queen Bed,367.0,1,1,1,0,1,0,1,0,1,0,1,Unfurnished,28419
Pathanamthitta,Double,Double Bed,204.0,0,1,1,1,1,0,0,1,0,1,0,Semi,17004
Palakkad,Studio,King Bed,324.0,1,0,0,1,1,0,1,0,0,1,1,Fully,28273
Surat,Single,No Bed,139.0,0,0,0,1,0,1,1,0,0,0,0,Semi,13200
Delhi,Studio,Single Bed,292.0,0,0,0,1,1,0,0,1,0,1,0,Fully,43775
Kollam,Single,King Bed,120.0,1,0,1,0,1,1,0,0,1,0,1,Unfurnished,15680
Ranni,Quad,No Bed,550.0,0,1,1,1,1,1,1,1,1,1,0,Fully,29031
Changanassery,Quad,Double Bed,462.0,0,1,1,0,1,1,1,1,1,0,1,Fully,33336
Kochi,Master,Single Bed,273.0,0,0,0,0,1,1,0,1,0,0,0,Semi,21117
Jaipur,Triple,Single Bed,394.0,1,0,1,0,1,0,1,0,1,1,1,Unfurnished,25107
Thrissur,Quad,King Bed,475.0,1,1,0,1,0,1,1,0,1,0,0,Fully,38317
Ranni,Master,No Bed,238.0,1,1,1,1,0,1,0,1,0,0,0,Semi,16109
Mg Road,Quad,Bunk Bed,388.0,0,1,1,1,0,1,0,0,1,1,0,Semi,35658
Kakkanad,Master,Single Bed,162.0,1,0,1,0,0,1,0,1,0,0,1,Unfurnished,18945
Kolkata,Quad,No Bed,351.0,0,1,0,1,0,1,0,1,1,1,1,Semi,35611
Kollam,Triple,No Bed,354.0,1,0,0,0,1,0,1,0,1,1,1,Fully,22782
Pune,Quad,King Bed,463.0,1,1,1,0,1,0,1,1,0,1,1,Unfurnished,57714
Trivandrum,Quad,Single Bed,500.0,1,0,0,1,1,0,0,0,1,1,1,Fully,39636
Other,Double,Bunk Bed,137.0,0,1,1,0,1,1,0,1,1,1,0,Fully,20242
Pune,Studio,Queen Bed,225.0,0,1,0,0,0,1,1,0,0,0,1,Semi,39234
Palarivattom,Single,King Bed,130.0,0,1,1,0,1,0,1,1,1,0,0,Unfurnished,18045
Kakkanad,Quad,King Bed,563.0,1,0,1,1,0,1,1,1,0,0,0,Semi,42449
Aluva,Master,Queen Bed,225.0,0,1,0,0,1,1,0,1,0,0,0,Unfurnished,19579
Kolkata,Triple,Bunk Bed,448.0,1,1,1,0,1,1,0,1,1,0,1,Fully,35254
Changanassery,Single,Single Bed,117.0,1,1,1,0,1,1,1,1,0,0,1,Unfurnished,12820
Trivandrum,Triple,Single Bed,392.0,1,0,0,1,0,0,0,0,0,0,1,Fully,29162
Delhi,Studio,King Bed,354.0,0,0,0,0,1,1,1,1,1,1,1,Unfurnished,48845
Kolkata,Quad,King Bed,576.0,1,0,1,0,0,0,1,0,0,0,0,Semi,44038
Kottayam,Quad,No Bed,534.0,0,1,0,1,1,0,1,1,1,0,0,Fully,31453
Kozhikode,Master,Single Bed,254.0,0,0,1,1,1,0,0,0,1,1,1,Fully,21599
Kaloor,Double,No Bed,143.0,1,0,1,0,1,1,1,1,0,1,1,Unfurnished,20791
Kottayam,Quad,King Bed,407.0,1,0,1,1,0,0,0,1,0,0,1,Unfurnished,31402
Alappuzha,Quad,No Bed,443.0,1,0,0,0,1,1,1,1,1,1,1,Semi,27146
Pala,Master,No Bed,233.0,0,0,1,1,0,0,1,0,1,1,0,Semi,14780
Ranni,Studio,Bunk Bed,378.0,0,1,1,0,1,1,0,1,1,1,1,Unfurnished,19074
Delhi,Studio,King Bed,266.0,1,1,1,0,0,1,1,1,1,0,0,Semi,50349
Karukachal,Triple,Bunk Bed,309.0,0,1,1,0,1,1,1,0,1,1,1,Semi,20756
Changanassery,Single,Single Bed,92.0,1,0,0,0,1,0,1,0,0,0,1,Fully,12820
Ranni,Quad,Single Bed,375.0,1,0,1,1,1,1,1,1,0,0,0,Semi,22247
Pune,Double,Bunk Bed,133.0,0,0,0,0,1,1,0,0,0,1,1,Semi,27147
Thrissur,Master,Double Bed,246.0,0,0,1,0,1,1,1,1,0,0,0,Fully,21902
Other,Studio,Single Bed,305.0,0,0,1,0,1,0,1,1,0,1,0,Fully,22755
Alappuzha,Studio,Double Bed,291.0,1,0,1,0,1,1,1,1,0,1,1,Semi,22714
Fort Kochi,Double,Queen Bed,220.0,1,1,0,1,0,1,1,0,0,1,1,Fully,33252
Delhi,Single,Bunk Bed,100.0,1,1,1,0,0,0,1,0,1,0,0,Unfurnished,21649
Other,Single,Single Bed,126.0,1,1,1,1,1,0,1,1,1,0,1,Fully,16354
Pala,Quad,Queen Bed,505.0,1,0,0,1,1,0,0,0,0,1,1,Unfurnished,28609
Kollam,Master,Queen Bed,259.0,1,0,1,0,1,0,0,0,1,1,1,Semi,23712
Kollam,Studio,Queen Bed,257.0,0,1,0,1,0,0,0,0,1,0,1,Unfurnished,23958
Mumbai,Single,Bunk Bed,99.0,1,1,1,1,0,0,0,0,1,1,0,Unfurnished,31442
Kollam,Quad,Bunk Bed,371.0,1,1,0,1,1,0,0,1,0,1,0,Semi,28035
Aluva,Triple,Bunk Bed,257.0,1,0,0,1,0,0,1,0,0,1,0,Semi,19885
Pala,Double,Bunk Bed,135.0,0,0,1,0,0,1,1,1,0,0,0,Semi,13507
Chennai,Studio,King Bed,366.0,0,1,1,1,1,1,0,0,0,1,0,Fully,43535
Pathanamthitta,Studio,Single Bed,270.0,0,0,0,0,0,0,0,0,0,0,1,Semi,16738
Kollam,Quad,Queen Bed,506.0,1,0,1,1,1,1,0,0,0,1,0,Unfurnished,32802
Kalamassery,Triple,No Bed,256.0,0,0,1,1,0,1,0,1,1,0,1,Unfurnished,21361
Ahmedabad,Master,Queen Bed,153.0,0,1,1,0,1,1,1,1,1,0,1,Unfurnished,26739
Changanassery,Master,Double Bed,186.0,0,0,0,0,1,1,0,0,0,0,0,Semi,17160
Palarivattom,Studio,Bunk Bed,229.0,1,1,0,1,0,1,1,1,0,1,1,Unfurnished,28301
Palakkad,Double,Bunk Bed,153.0,1,1,0,1,0,0,1,0,0,1,1,Semi,16684
Vyttila,Double,Double Bed,246.0,1,0,1,0,1,0,0,0,0,0,0,Unfurnished,20986
Pune,Quad,Double Bed,491.0,1,1,0,1,1,1,0,1,1,1,0,Unfurnished,52538
Edappally,Studio,Bunk Bed,382.0,1,0,0,1,0,0,0,0,1,1,0,Semi,29451
Pathanamthitta,Single,Double Bed,114.0,1,1,1,1,0,1,0,1,1,1,0,Unfurnished,13812
Delhi,Quad,Single Bed,441.0,1,1,0,1,0,0,0,0,1,0,1,Semi,55584
Surat,Double,King Bed,229.0,1,1,0,1,1,1,1,0,1,0,0,Fully,28134
Jaipur,Triple,King Bed,293.0,0,1,1,0,1,1,1,0,1,1,0,Unfurnished,31205
Ranni,Triple,King Bed,263.0,1,0,0,1,1,0,0,0,1,0,1,Unfurnished,20698
Kalamassery,Quad,No Bed,527.0,1,1,0,1,1,1,0,1,1,1,0,Semi,33573
Bangalore,Master,Single Bed,238.0,0,0,1,0,1,1,1,1,1,0,0,Unfurnished,33315
Alappuzha,Studio,No Bed,278.0,1,0,0,0,1,1,1,1,1,0,0,Semi,22599
Surat,Single,No Bed,96.0,0,0,0,1,1,0,1,1,1,0,0,Semi,12565
Ahmedabad,Studio,Queen Bed,294.0,1,1,0,1,0,0,0,1,0,1,1,Fully,36131
Kochi,Double,King Bed,225.0,1,1,1,0,0,1,1,1,0,0,0,Unfurnished,24228
Pathanamthitta,Quad,Queen Bed,398.0,1,1,1,0,1,0,1,0,0,0,0,Unfurnished,26385
Thrissur,Triple,Queen Bed,322.0,0,0,0,0,1,0,1,0,0,0,1,Fully,28544
Kaloor,Quad,Single Bed,430.0,1,0,1,1,1,1,1,1,1,0,1,Semi,37402
Kottayam,Double,Queen Bed,192.0,0,0,1,1,0,0,1,0,0,0,1,Semi,19847
Ranni,Double,No Bed,131.0,1,1,0,1,1,0,1,0,1,0,1,Unfurnished,12538
Kolkata,Triple,Bunk Bed,257.0,0,1,1,0,0,1,0,1,1,1,0,Unfurnished,28345
Pathanamthitta,Single,Bunk Bed,93.0,0,0,0,1,0,0,1,0,0,1,0,Semi,9370
Pala,Master,No Bed,189.0,0,0,1,0,1,1,0,0,1,1,1,Semi,14392
Vyttila,Triple,No Bed,388.0,1,0,1,1,0,1,0,0,1,0,0,Unfurnished,28036
Edappally,Quad,Single Bed,507.0,0,0,1,0,1,1,0,1,0,1,1,Semi,36092
Kannur,Quad,No Bed,357.0,0,0,0,0,0,1,1,0,0,0,0,Unfurnished,23357
Alappuzha,Master,Queen Bed,254.0,0,1,0,1,0,1,1,1,0,1,0,Unfurnished,19833
Other,Double,King Bed,169.0,1,0,0,1,0,0,1,1,0,0,1,Semi,23867
Thrissur,Master,Queen Bed,188.0,0,1,1,1,0,1,1,1,1,0,1,Semi,23009
Pathanamthitta,Single,Queen Bed,93.0,0,0,1,0,0,1,0,0,0,1,1,Semi,12506
Mumbai,Quad,Bunk Bed,590.0,0,1,1,1,1,1,1,0,0,0,1,Unfurnished,84236
Kannur,Studio,Single Bed,351.0,1,1,0,1,1,0,1,0,0,1,0,Fully,27622
Karukachal,Double,No Bed,159.0,1,0,0,1,1,0,1,0,1,0,1,Semi,15157
Pathanamthitta,Master,Queen Bed,236.0,1,0,1,0,0,1,0,1,0,0,0,Fully,21102
Thrissur,Single,King Bed,125.0,0,1,1,0,1,0,0,0,1,1,0,Fully,18802
Thrissur,Single,Bunk Bed,106.0,0,1,0,1,0,1,1,1,1,1,1,Semi,15655
Aluva,Single,No Bed,145.0,1,0,0,0,0,0,0,1,0,1,1,Unfurnished,9222
Pune,Triple,Bunk Bed,366.0,0,1,0,0,1,0,0,0,0,0,1,Unfurnished,34612
Delhi,Quad,King Bed,372.0,1,0,0,0,1,0,0,1,0,1,0,Semi,54993
Pune,Quad,Bunk Bed,355.0,0,1,1,0,1,0,1,0,1,1,1,Fully,50691
Kollam,Studio,No Bed,208.0,0,0,0,1,1,1,1,1,1,1,0,Semi,22106
Ranni,Master,Queen Bed,282.0,0,0,0,1,0,0,1,1,1,0,1,Unfurnished,17765
Mg Road,Studio,Single Bed,319.0,0,0,0,0,1,1,1,0,1,0,0,Semi,30892
Kollam,Studio,King Bed,293.0,1,1,1,1,1,0,1,1,0,0,1,Fully,33637
Ranni,Studio,Single Bed,352.0,1,1,0,1,1,0,0,1,1,0,0,Unfurnished,18661
Ahmedabad,Triple,King Bed,295.0,0,0,0,0,0,1,0,0,1,0,0,Fully,33365
Thrissur,Quad,Bunk Bed,403.0,0,1,0,0,1,0,1,1,0,0,0,Fully,33542
Pune,Triple,Double Bed,414.0,1,0,1,1,0,0,0,1,0,1,0,Unfurnished,38310
Kalamassery,Single,Bunk Bed,90.0,1,1,1,0,1,1,0,1,0,1,0,Unfurnished,13785
Kaloor,Studio,King Bed,233.0,0,0,1,1,1,1,1,0,1,0,0,Unfurnished,28744
Ranni,Triple,Double Bed,342.0,0,1,0,1,1,0,1,0,1,1,0,Fully,19849
Kannur,Quad,Queen Bed,513.0,0,0,1,0,0,1,0,1,1,0,1,Unfurnished,30164
Bangalore,Studio,Queen Bed,350.0,1,1,1,1,1,1,0,1,1,0,0,Unfurnished,48906
Other,Single,King Bed,108.0,1,1,1,0,1,1,0,1,0,0,0,Semi,17387
Aluva,Master,King Bed,216.0,1,1,0,1,1,0,0,1,1,1,0,Unfurnished,21957
Kannur,Quad,Queen Bed,498.0,0,1,1,0,0,0,0,0,1,0,0,Semi,28001
Kozhikode,Single,Bunk Bed,122.0,1,1,1,0,1,1,1,0,0,1,1,Unfurnished,13930
Kalamassery,Studio,Queen Bed,356.0,0,1,1,1,1,0,1,0,1,0,1,Semi,26684
Vyttila,Quad,Bunk Bed,382.0,0,0,1,0,1,0,0,0,0,1,1,Fully,39097
Aluva,Master,Bunk Bed,232.0,0,1,1,1,0,0,1,1,1,0,1,Fully,20580
Thrissur,Single,No Bed,126.0,0,0,0,0,0,0,1,1,0,1,0,Semi,10253
Thrissur,Master,Double Bed,296.0,0,0,1,0,1,1,1,0,1,1,1,Semi,23531
Kakkanad,Double,Single Bed,214.0,1,0,1,0,1,0,0,0,1,1,0,Unfurnished,19399
Thrissur,Quad,No Bed,544.0,1,0,1,1,1,0,1,0,1,1,0,Unfurnished,31793
Fort Kochi,Double,Bunk Bed,198.0,0,1,0,0,0,0,0,1,0,0,1,Unfurnished,21449
Karukachal,Studio,Double Bed,370.0,0,0,0,0,0,0,1,1,1,1,0,Fully,21710
Pala,Studio,No Bed,207.0,1,1,1,0,1,0,1,0,1,0,1,Fully,21088
Bangalore,Triple,King Bed,350.0,0,1,1,0,0,0,1,1,0,0,1,Semi,46620
Mumbai,Master,King Bed,220.0,0,1,0,1,0,0,0,1,0,0,0,Fully,57960
Delhi,Single,Queen Bed,100.0,1,1,0,0,0,0,0,0,1,0,1,Fully,24577
Delhi,Studio,No Bed,281.0,0,0,1,0,0,1,1,1,1,0,1,Fully,41009
Alappuzha,Single,Queen Bed,147.0,1,0,0,0,0,1,0,1,1,1,1,Fully,18851
Alappuzha,Single,Queen Bed,90.0,1,0,1,0,0,1,1,0,1,1,0,Unfurnished,13911
Hyderabad,Studio,Bunk Bed,289.0,0,1,0,0,0,1,0,0,0,0,1,Semi,33533
Palarivattom,Triple,Double Bed,341.0,1,1,1,1,0,1,1,1,1,1,0,Semi,34239
Mumbai,Quad,No Bed,360.0,0,1,1,1,0,1,0,1,1,0,0,Fully,83991
Trivandrum,Single,No Bed,131.0,0,1,0,0,0,1,0,0,1,1,0,Fully,14884
Jaipur,Quad,Single Bed,452.0,0,1,1,1,0,0,0,0,0,1,0,Unfurnished,29611
Pala,Single,Single Bed,106.0,1,1,1,0,1,0,1,0,1,1,1,Semi,13743
Kolkata,Quad,No Bed,554.0,0,1,1,1,1,0,1,0,0,1,1,Unfurnished,39538
Palakkad,Double,King Bed,243.0,1,0,1,0,1,1,0,1,1,0,1,Unfurnished,19277
Changanassery,Double,Bunk Bed,195.0,1,1,0,1,1,0,1,0,0,1,0,Semi,17947
Kollam,Single,Queen Bed,90.0,1,0,1,0,1,0,0,0,1,0,1,Unfurnished,13625
Thrissur,Quad,Bunk Bed,586.0,0,0,1,1,1,1,0,0,1,1,1,Fully,34660
Karukachal,Single,King Bed,95.0,0,0,0,1,1,1,1,0,0,1,1,Unfurnished,14475
Pala,Triple,King Bed,358.0,1,1,0,1,0,1,1,0,1,1,1,Unfurnished,26909
Palarivattom,Double,King Bed,217.0,1,1,0,1,1,0,0,0,0,0,0,Semi,26292
Delhi,Quad,King Bed,453.0,0,0,0,0,0,1,1,1,1,0,0,Semi,52522
Palarivattom,Master,Queen Bed,214.0,0,1,1,1,0,0,0,0,1,1,1,Semi,26328
Pala,Studio,No Bed,380.0,1,1,0,0,0,1,1,0,0,0,1,Fully,23669
Palarivattom,Quad,Queen Bed,496.0,0,0,0,1,1,1,0,1,1,1,1,Fully,39213
Kakkanad,Double,Single Bed,176.0,0,0,1,0,0,1,0,0,1,0,1,Semi,18789
Thrissur,Triple,King Bed,384.0,1,1,0,0,0,0,0,1,0,1,0,Unfurnished,29273
Aluva,Single,No Bed,143.0,1,0,0,0,1,1,1,1,0,0,1,Semi,12104
Thrissur,Studio,Queen Bed,245.0,0,1,1,0,1,0,0,1,0,0,0,Unfurnished,24507
Pathanamthitta,Studio,Queen Bed,300.0,0,0,1,0,1,0,1,1,1,0,0,Fully,22296
Pune,Quad,Double Bed,466.0,1,1,1,1,0,1,0,1,1,0,0,Unfurnished,55087
Edappally,Single,Bunk Bed,88.0,0,0,1,1,0,0,0,0,0,1,1,Semi,13425
Kannur,Master,King Bed,194.0,1,0,1,0,0,0,1,0,1,1,1,Unfurnished,23454
Kottayam,Master,King Bed,243.0,0,0,1,0,1,0,1,1,1,1,1,Semi,24602
Trivandrum,Double,Single Bed,231.0,1,0,1,0,0,0,0,1,0,0,1,Fully,21187
Kolkata,Double,King Bed,240.0,1,1,1,1,0,0,1,0,0,0,0,Fully,33257
Kakkanad,Double,Bunk Bed,198.0,1,0,1,1,0,0,0,0,1,0,1,Fully,23515
Mg Road,Triple,Double Bed,272.0,0,0,0,1,0,1,0,1,0,1,1,Unfurnished,26944
Ranni,Studio,King Bed,363.0,1,0,0,1,0,1,0,1,0,1,0,Semi,25784
Surat,Master,Queen Bed,265.0,0,1,0,1,1,1,1,1,0,0,1,Unfurnished,24443
Kalamassery,Double,Bunk Bed,236.0,1,0,0,0,0,0,1,0,1,1,0,Semi,17734
Surat,Quad,King Bed,586.0,0,0,0,1,0,0,0,1,1,1,1,Unfurnished,38797
Thrissur,Master,King Bed,203.0,0,1,1,0,1,0,0,0,1,0,0,Semi,24362
Trivandrum,Double,King Bed,194.0,1,1,1,1,1,0,1,0,0,1,0,Unfurnished,25838
Kalamassery,Quad,Bunk Bed,425.0,0,1,0,1,0,1,1,0,1,0,1,Fully,31291
Ahmedabad,Quad,Queen Bed,522.0,0,1,0,1,0,1,0,0,1,1,1,Fully,45398
Aluva,Double,Bunk Bed,181.0,1,1,0,1,0,1,0,0,1,0,1,Semi,16882
Kalamassery,Master,Bunk Bed,265.0,1,1,1,1,1,0,1,0,1,0,0,Semi,20763
Palakkad,Quad,Queen Bed,468.0,1,1,0,0,1,0,0,1,1,0,1,Unfurnished,30108
Bangalore,Double,Bunk Bed,143.0,0,1,0,1,0,0,0,1,0,1,1,Fully,33888
Jaipur,Quad,Bunk Bed,539.0,1,1,0,1,1,0,0,1,0,1,0,Unfurnished,37016
Aluva,Single,King Bed,118.0,1,0,1,1,1,0,1,0,1,1,0,Semi,17072
Mumbai,Master,No Bed,155.0,1,1,0,1,0,0,1,0,0,1,0,Semi,53439
Kozhikode,Single,No Bed,81.0,0,0,1,1,1,0,0,1,0,0,0,Fully,14309
Pune,Studio,Double Bed,290.0,1,0,1,1,0,1,1,1,1,0,1,Unfurnished,42497
Ahmedabad,Double,Single Bed,208.0,0,1,0,0,0,1,0,1,1,0,1,Unfurnished,24426
Kannur,Single,Double Bed,91.0,0,1,1,0,1,0,1,1,0,1,0,Semi,14442
Karukachal,Master,No Bed,294.0,0,1,1,1,1,0,1,1,1,1,0,Semi,16643
Kollam,Triple,Double Bed,258.0,0,0,0,1,0,0,0,1,1,0,0,Semi,21509
Palakkad,Studio,No Bed,255.0,0,0,0,0,0,0,1,0,1,1,1,Semi,17336
Fort Kochi,Master,King Bed,220.0,0,0,1,1,0,0,0,0,0,1,0,Semi,32041
Kaloor,Single,Queen Bed,131.0,0,0,0,0,0,0,1,0,1,1,1,Unfurnished,15323
Kollam,Double,Bunk Bed,224.0,1,0,1,1,1,0,1,1,0,0,1,Unfurnished,16991
Mg Road,Master,Bunk Bed,229.0,0,0,1,0,0,0,1,0,1,0,0,Semi,22732
Pala,Double,Bunk Bed,169.0,0,0,1,0,1,1,1,1,1,0,0,Unfurnished,13018
Ahmedabad,Studio,Single Bed,277.0,0,1,0,1,1,1,1,0,1,0,0,Fully,34242
Kottayam,Quad,Queen Bed,386.0,0,1,0,0,1,1,1,1,0,1,0,Semi,32901
Kolkata,Master,Queen Bed,246.0,1,1,0,1,0,0,0,1,1,0,0,Semi,29457
Trivandrum,Single,Bunk Bed,86.0,0,1,0,0,1,0,1,0,0,0,1,Fully,14515
Changanassery,Quad,King Bed,512.0,0,1,0,1,1,1,0,1,0,1,0,Fully,35727
Karukachal,Studio,Queen Bed,314.0,0,0,1,0,1,0,0,0,1,1,1,Unfurnished,19145
Thrissur,Master,Queen Bed,244.0,0,0,1,1,1,1,1,0,0,1,1,Fully,24585
Kozhikode,Studio,Queen Bed,262.0,1,0,0,1,1,1,0,1,0,1,1,Fully,30004
Hyderabad,Master,Double Bed,216.0,1,1,1,0,0,0,1,1,0,1,1,Unfurnished,29842
Kannur,Single,Single Bed,150.0,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,13183
Surat,Single,Single Bed,82.0,1,0,0,0,1,1,1,1,0,0,0,Semi,15789
Fort Kochi,Triple,Queen Bed,255.0,0,1,1,0,1,0,0,0,1,0,0,Semi,34850
Edappally,Studio,Queen Bed,268.0,1,1,0,0,0,0,0,0,1,0,1,Semi,30601
Vyttila,Quad,No Bed,556.0,1,1,1,0,1,1,0,0,1,1,0,Unfurnished,36662
Kozhikode,Master,Bunk Bed,292.0,0,0,1,1,0,1,1,0,0,1,1,Semi,21541
Pala,Quad,No Bed,591.0,0,0,1,0,1,0,1,1,1,0,0,Semi,26293
Pune,Single,No Bed,117.0,0,0,1,0,0,0,0,1,0,1,1,Fully,20841
Pathanamthitta,Double,Single Bed,153.0,0,1,0,1,1,0,0,1,1,0,1,Unfurnished,12553
Surat,Quad,Single Bed,402.0,0,0,0,1,0,1,1,0,0,1,1,Semi,31605
Trivandrum,Studio,Double Bed,244.0,0,1,1,1,0,0,0,0,1,1,0,Semi,28000
Kaloor,Quad,Bunk Bed,519.0,1,1,0,1,0,0,0,1,1,0,0,Fully,42761
Pala,Studio,King Bed,381.0,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,25270
Surat,Triple,Single Bed,438.0,1,0,0,1,1,0,1,0,1,0,1,Fully,29780
Ahmedabad,Triple,No Bed,385.0,1,1,0,1,0,1,0,0,0,0,1,Semi,31128
Delhi,Studio,Double Bed,303.0,0,0,0,0,0,1,0,1,1,1,1,Fully,41048
Pune,Single,Bunk Bed,98.0,1,1,0,0,0,1,1,0,0,1,0,Unfurnished,20667
Palakkad,Single,Queen Bed,119.0,1,1,0,0,1,0,1,0,1,0,1,Semi,16354
Alappuzha,Studio,Single Bed,347.0,1,1,1,1,1,1,0,1,1,0,1,Semi,24555
Changanassery,Master,King Bed,263.0,0,1,0,1,0,0,1,1,1,1,0,Fully,27643
Kozhikode,Single,No Bed,149.0,1,1,1,1,0,1,1,0,1,1,1,Fully,19422
Kochi,Triple,No Bed,361.0,0,1,0,1,0,0,0,0,0,1,0,Unfurnished,23692
Alappuzha,Triple,No Bed,399.0,1,1,1,1,1,0,0,1,1,1,1,Fully,27001
Kalamassery,Triple,Single Bed,307.0,0,0,0,1,1,0,0,0,0,1,1,Semi,21213
Kottayam,Master,Bunk Bed,184.0,1,1,0,0,1,0,1,0,0,0,1,Semi,18795
Kochi,Single,Bunk Bed,98.0,0,0,1,0,0,1,0,0,1,1,1,Semi,14705
Kollam,Double,Double Bed,125.0,1,1,0,0,0,1,0,1,1,0,0,Semi,19828
Pune,Single,Single Bed,111.0,1,1,1,0,1,1,0,1,0,1,1,Unfurnished,20541
Hyderabad,Quad,King Bed,549.0,1,0,0,1,0,0,1,0,1,0,1,Semi,49850
Kannur,Double,No Bed,185.0,1,0,0,1,0,0,1,0,1,1,0,Unfurnished,14595
Fort Kochi,Master,Bunk Bed,207.0,0,1,1,0,1,1,1,0,1,0,0,Unfurnished,25863
Pune,Single,No Bed,114.0,0,0,1,0,0,1,1,0,0,1,1,Semi,18667
Other,Triple,King Bed,332.0,0,0,1,0,1,1,1,0,1,0,1,Semi,28493
Ranni,Studio,No Bed,257.0,1,1,0,0,0,1,0,0,1,0,0,Semi,16004
Pathanamthitta,Double,Queen Bed,161.0,1,0,1,0,0,0,1,1,1,0,0,Fully,20452
Hyderabad,Double,Bunk Bed,162.0,0,0,1,1,1,0,0,0,1,1,0,Fully,27672
Pathanamthitta,Double,Bunk Bed,157.0,1,0,1,0,1,0,1,1,0,1,0,Fully,18509
Kolkata,Quad,No Bed,475.0,0,0,0,0,1,0,1,0,0,0,0,Fully,34823
Kochi,Master,Bunk Bed,195.0,0,1,0,0,0,1,1,1,0,1,1,Unfurnished,22644
Thrissur,Triple,Double Bed,332.0,0,0,0,0,1,0,1,0,0,1,1,Semi,25551
Kottayam,Quad,Bunk Bed,419.0,1,0,1,0,1,0,1,0,0,0,1,Unfurnished,29476
Kollam,Studio,Single Bed,351.0,1,1,0,1,0,0,1,1,0,1,1,Unfurnished,22543
Kochi,Single,Single Bed,139.0,0,1,0,1,1,1,1,0,1,1,0,Fully,18749
Kakkanad,Double,King Bed,190.0,0,1,1,1,1,0,1,0,1,0,1,Fully,25296
Bangalore,Master,King Bed,184.0,1,1,1,1,0,1,1,1,1,0,0,Unfurnished,40089
Edappally,Triple,Queen Bed,429.0,1,1,1,1,1,1,0,0,0,1,1,Unfurnished,29643
Fort Kochi,Double,Queen Bed,194.0,0,1,0,1,0,0,0,0,0,1,0,Unfurnished,23510
Pathanamthitta,Studio,Bunk Bed,319.0,1,1,1,1,0,0,1,0,1,1,0,Fully,25409
Mg Road,Studio,King Bed,201.0,1,0,0,0,1,1,1,0,0,0,1,Fully,33437
Kottayam,Triple,Double Bed,406.0,1,0,1,1,1,1,1,1,0,0,0,Semi,25973
Mg Road,Triple,Double Bed,439.0,1,1,0,1,1,1,1,1,1,1,0,Fully,36283
Kochi,Quad,King Bed,452.0,0,0,1,0,0,0,0,0,1,1,0,Unfurnished,36631
Trivandrum,Double,Single Bed,120.0,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,20711
Delhi,Double,Double Bed,175.0,0,0,1,1,1,1,1,1,1,0,1,Semi,33430
Karukachal,Studio,No Bed,350.0,1,1,0,1,1,1,1,1,0,1,1,Unfurnished,21059
Chennai,Studio,Bunk Bed,262.0,0,1,0,1,1,0,1,1,0,1,0,Semi,32924
Other,Triple,Single Bed,265.0,1,1,0,0,1,0,1,0,0,1,0,Fully,24646
Kalamassery,Double,Queen Bed,158.0,0,0,1,0,1,1,0,0,0,1,1,Unfurnished,18105
Karukachal,Triple,No Bed,423.0,0,1,1,0,0,0,0,1,0,0,1,Semi,19472
Ahmedabad,Studio,Bunk Bed,315.0,1,1,1,0,1,1,0,1,0,1,0,Fully,34434
Kolkata,Double,Single Bed,165.0,0,0,1,0,1,1,0,1,0,0,1,Unfurnished,21866
